id,class
2998,0
2999,1
3000,0
3001,0
3002,0
3003,0
3004,1
3005,1
3006,1
3007,1
3008,0
3009,1
3010,1
3011,0
3012,0
3013,0
3014,1
3015,1
3016,0
3017,1
3018,0
3019,0
3020,0
3021,0
3022,0
3023,1
3024,0
3025,1
3026,0
3027,0
3028,1
3029,0
3030,0
3031,0
3032,1
3033,1
3034,1
3035,1
3036,1
3037,0
3038,0
3039,0
3040,0
3041,0
3042,0
3043,0
3044,1
3045,0
3046,0
3047,0
3048,0
3049,0
3050,0
3051,0
3052,0
3053,0
3054,0
3055,1
3056,0
3057,1
3058,0
3059,1
3060,1
3061,1
3062,0
3063,1
3064,1
3065,1
3066,0
3067,1
3068,1
3069,0
3070,0
3071,0
3072,0
3073,0
3074,1
3075,1
3076,0
3077,1
3078,0
3079,1
3080,1
3081,1
3082,0
3083,1
3084,1
3085,0
3086,1
3087,0
3088,0
3089,1
3090,0
3091,0
3092,0
3093,1
3094,0
3095,1
3096,0
3097,1
3098,1
3099,0
3100,0
3101,0
3102,0
3103,0
3104,1
3105,1
3106,1
3107,1
3108,1
3109,1
3110,0
3111,0
3112,1
3113,0
3114,1
3115,1
3116,1
3117,1
3118,1
3119,1
3120,1
3121,1
3122,1
3123,0
3124,1
3125,1
3126,0
3127,1
3128,1
3129,0
3130,1
3131,0
3132,0
3133,1
3134,0
3135,1
3136,1
3137,1
3138,0
3139,1
3140,0
3141,0
3142,0
3143,0
3144,1
3145,0
3146,0
3147,1
3148,1
3149,0
3150,1
3151,0
3152,0
3153,0
3154,0
3155,0
3156,0
3157,0
3158,1
3159,1
3160,1
3161,1
3162,1
3163,0
3164,1
3165,1
3166,0
3167,0
3168,1
3169,0
3170,0
3171,1
3172,1
3173,1
3174,1
3175,1
3176,0
3177,1
3178,1
3179,1
3180,1
3181,1
3182,0
3183,0
3184,1
3185,1
3186,0
3187,1
3188,1
3189,1
3190,0
3191,1
3192,1
3193,0
3194,1
3195,0
3196,0
3197,0
3198,0
3199,1
3200,1
3201,0
3202,0
3203,0
3204,0
3205,0
3206,0
3207,1
3208,0
3209,0
3210,1
3211,0
3212,1
3213,0
3214,0
3215,0
3216,1
3217,1
3218,0
3219,1
3220,1
3221,1
3222,0
3223,0
3224,1
3225,0
3226,0
3227,0
3228,0
3229,0
3230,0
3231,0
3232,0
3233,0
3234,0
3235,0
3236,0
3237,1
3238,1
3239,0
3240,1
3241,1
3242,0
3243,0
3244,1
3245,1
3246,0
3247,1
3248,0
3249,0
3250,1
3251,0
3252,0
3253,0
3254,1
3255,1
3256,0
3257,0
3258,1
3259,1
3260,0
3261,0
3262,0
3263,0
3264,1
3265,1
3266,0
3267,1
3268,0
3269,1
3270,0
3271,1
3272,0
3273,1
3274,1
3275,1
3276,0
3277,1
3278,0
3279,1
3280,0
3281,0
3282,0
3283,0
3284,0
3285,1
3286,0
3287,0
3288,0
3289,1
3290,0
3291,0
3292,0
3293,1
3294,0
3295,0
3296,0
3297,0
3298,0
3299,0
3300,1
3301,1
3302,1
3303,0
3304,1
3305,0
3306,0
3307,0
3308,0
3309,0
3310,0
3311,1
3312,0
3313,0
3314,0
3315,0
3316,0
3317,0
3318,0
3319,1
3320,1
3321,1
3322,1
3323,0
3324,0
3325,1
3326,0
3327,1
3328,1
3329,1
3330,1
3331,1
3332,0
3333,0
3334,0
3335,1
3336,0
3337,0
3338,1
3339,1
3340,1
3341,0
3342,0
3343,1
3344,0
3345,0
3346,0
3347,1
3348,0
3349,0
3350,0
3351,0
3352,0
3353,0
3354,0
3355,0
3356,1
3357,1
3358,1
3359,1
3360,1
3361,0
3362,0
3363,0
3364,1
3365,1
3366,0
3367,1
3368,0
3369,0
3370,0
3371,0
3372,1
3373,1
3374,0
3375,1
3376,0
3377,0
3378,0
3379,1
3380,1
3381,0
3382,1
3383,1
3384,0
3385,1
3386,1
3387,1
3388,1
3389,0
3390,1
3391,1
3392,1
3393,1
3394,1
3395,0
3396,0
3397,1
3398,0
3399,1
3400,1
3401,1
3402,0
3403,0
3404,1
3405,1
3406,1
3407,0
3408,1
3409,1
3410,0
3411,1
3412,0
3413,1
3414,1
3415,0
3416,1
3417,1
3418,0
3419,0
3420,1
3421,1
3422,0
3423,1
3424,0
3425,1
3426,0
3427,0
3428,0
3429,1
3430,0
3431,0
3432,0
3433,0
3434,1
3435,0
3436,1
3437,0
3438,1
3439,0
3440,1
3441,1
3442,0
3443,0
3444,0
3445,0
3446,0
3447,1
3448,0
3449,0
3450,0
3451,0
3452,1
3453,0
3454,1
3455,1
3456,1
3457,1
3458,0
3459,1
3460,1
3461,0
3462,1
3463,0
3464,0
3465,0
3466,1
3467,1
3468,0
3469,0
3470,0
3471,0
3472,0
3473,1
3474,1
3475,1
3476,1
3477,0
3478,0
3479,1
3480,0
3481,1
3482,1
3483,0
3484,0
3485,0
3486,1
3487,0
3488,0
3489,0
3490,0
3491,0
3492,0
3493,1
3494,1
3495,0
3496,1
3497,0
3498,1
3499,0
3500,1
3501,1
3502,1
3503,1
3504,1
3505,1
3506,0
3507,1
3508,0
3509,0
3510,1
3511,1
3512,0
3513,0
3514,0
3515,0
3516,1
3517,0
3518,1
3519,0
3520,1
3521,1
3522,1
3523,0
3524,1
3525,1
3526,1
3527,1
3528,0
3529,0
3530,1
3531,0
3532,1
3533,1
3534,0
3535,1
3536,1
3537,0
3538,0
3539,1
3540,1
3541,0
3542,0
3543,1
3544,1
3545,1
3546,1
3547,1
3548,0
3549,0
3550,1
3551,1
3552,1
3553,1
3554,0
3555,1
3556,1
3557,1
3558,1
3559,0
3560,1
3561,0
3562,0
3563,1
3564,0
3565,1
3566,1
3567,0
3568,0
3569,1
3570,1
3571,1
3572,0
3573,0
3574,1
3575,0
3576,0
3577,0
3578,0
3579,1
3580,1
3581,1
3582,1
3583,0
3584,0
3585,0
3586,0
3587,0
3588,1
3589,1
3590,1
3591,0
3592,0
3593,1
3594,0
3595,0
3596,1
3597,1
3598,1
3599,1
3600,1
3601,1
3602,1
3603,1
3604,1
3605,1
3606,1
3607,1
3608,1
3609,1
3610,1
3611,0
3612,0
3613,1
3614,0
3615,1
3616,0
3617,1
3618,0
3619,1
3620,1
3621,1
3622,1
3623,0
3624,0
3625,0
3626,0
3627,0
3628,0
3629,0
3630,1
3631,1
3632,1
3633,0
3634,0
3635,0
3636,1
3637,0
3638,0
3639,1
3640,0
3641,1
3642,0
3643,1
3644,1
3645,0
3646,0
3647,0
3648,1
3649,0
3650,1
3651,1
3652,0
3653,1
3654,1
3655,1
3656,0
3657,1
3658,1
3659,1
3660,0
3661,0
3662,1
3663,1
3664,0
3665,1
3666,0
3667,1
3668,0
3669,0
3670,1
3671,0
3672,0
3673,1
3674,1
3675,1
3676,0
3677,0
3678,1
3679,1
3680,0
3681,0
3682,1
3683,0
3684,0
3685,1
3686,1
3687,1
3688,0
3689,0
3690,0
3691,0
3692,1
3693,0
3694,0
3695,0
3696,0
3697,1
3698,1
3699,1
3700,0
3701,1
3702,1
3703,1
3704,1
3705,1
3706,0
3707,0
3708,1
3709,1
3710,1
3711,1
3712,1
3713,1
3714,1
3715,1
3716,0
3717,0
3718,1
3719,1
3720,0
3721,0
3722,0
3723,0
3724,1
3725,0
3726,0
3727,1
3728,1
3729,1
3730,1
3731,0
3732,0
3733,0
3734,0
3735,1
3736,0
3737,1
3738,0
3739,1
3740,0
3741,1
3742,0
3743,1
3744,0
3745,0
3746,0
3747,1
3748,1
3749,1
3750,1
3751,1
3752,1
3753,1
3754,1
3755,1
3756,0
3757,1
3758,0
3759,0
3760,0
3761,0
3762,1
3763,1
3764,0
3765,0
3766,1
3767,0
3768,0
3769,1
3770,1
3771,0
3772,1
3773,1
3774,0
3775,0
3776,1
3777,0
3778,1
3779,0
3780,1
3781,0
3782,1
3783,0
3784,1
3785,1
3786,1
3787,1
3788,1
3789,1
3790,1
3791,0
3792,1
3793,1
3794,1
3795,1
3796,0
3797,1
3798,1
3799,1
3800,1
3801,0
3802,0
3803,1
3804,1
3805,1
3806,0
3807,0
3808,0
3809,0
3810,0
3811,0
3812,0
3813,0
3814,0
3815,0
3816,1
3817,0
3818,0
3819,0
3820,0
3821,0
3822,1
3823,1
3824,1
3825,1
3826,1
3827,0
3828,0
3829,1
3830,1
3831,1
3832,0
3833,0
3834,0
3835,1
3836,0
3837,1
3838,1
3839,0
3840,0
3841,1
3842,0
3843,1
3844,0
3845,0
3846,0
3847,1
3848,1
3849,0
3850,1
3851,0
3852,0
3853,1
3854,0
3855,1
3856,1
3857,0
3858,1
3859,0
3860,1
3861,1
3862,0
3863,1
3864,1
3865,1
3866,1
3867,1
3868,1
3869,1
3870,1
3871,1
3872,0
3873,0
3874,0
3875,0
3876,1
3877,1
3878,0
3879,0
3880,0
3881,1
3882,1
3883,1
3884,1
3885,0
3886,1
3887,0
3888,1
3889,0
3890,0
3891,0
3892,0
3893,0
3894,1
3895,1
3896,1
3897,0
3898,1
3899,0
3900,0
3901,1
3902,0
3903,1
3904,1
3905,0
3906,0
3907,0
3908,1
3909,1
3910,1
3911,1
3912,1
3913,0
3914,1
3915,0
3916,1
3917,1
3918,1
3919,1
3920,0
3921,0
3922,0
3923,1
3924,0
3925,1
3926,0
3927,1
3928,0
3929,1
3930,1
3931,1
3932,0
3933,0
3934,0
3935,1
3936,1
3937,0
3938,0
3939,1
3940,1
3941,1
3942,1
3943,0
3944,0
3945,0
3946,1
3947,0
3948,0
3949,0
3950,1
3951,1
3952,1
3953,0
3954,1
3955,1
3956,1
3957,0
3958,1
3959,1
3960,0
3961,1
3962,0
3963,1
3964,0
3965,0
3966,0
3967,0
3968,1
3969,1
3970,0
3971,0
3972,0
3973,1
3974,0
3975,1
3976,0
3977,1
3978,0
3979,0
3980,0
3981,1
3982,1
3983,0
3984,1
3985,1
3986,0
3987,0
3988,1
3989,1
3990,1
3991,1
3992,1
3993,1
3994,1
3995,0
3996,1
3997,0
3998,1
3999,1
